
**********************************************************************

EMPEZAMOS A EJECUTAR EL ARCHIVO CH130.tsp CON LA SEMILLA 21477451

---------- Jorge Barbero López ---------- Francisco Torres Peñalver ----------

**********************************************************************

*************************** ALGORITMO GREEDY ALEATORIO ***************************************

********************************************************************************************

Distancia final en el Greedy: 43215.06688870787

 Tiempo de ejecucion de Greedy Aleatorio: 0.0

---Camino al final de Greedy:---

---------------MOSTRANDO 40 PRIMEROS ELEMENTOS DEL CAMINO Y 40 ULTIMOS---------------
30->1->33->117->16->79->99->26->3->19->45->34->129->53->23->49->18->115->78->14->
17->70->92->37->103->94->38->42->40->28->126->43->41->20->0->105->107->2->21->7->
.
.
.
4->95->25->10->98->13->66->60->83->9->58->31->74->73->12->6->27->55->51->
77->90->35->8->118->5->89->63->101->84->56->100->124->87->81->85->68->122->65->110->
---------------FIN CAMINO---------------


****************************************************************************

************************** ALGORITMO BUSQUEDA LDM **************************

****************************************************************************

Tiempo de ejecucion de LDM: 0.006

---Camino al final de LDM (13586.396122164697)---

---------------MOSTRANDO 40 PRIMEROS ELEMENTOS DEL CAMINO Y 40 ULTIMOS---------------
49->1->79->117->53->33->78->105->3->19->45->34->30->26->18->14->28->115->99->16->
0->70->40->37->80->94->23->42->106->103->126->92->22->20->17->7->107->2->125->38->
.
.
.
60->108->10->4->129->13->101->71->86->11->98->72->74->73->51->55->64->81->100->
110->118->122->8->90->5->9->29->58->91->56->102->109->87->85->68->63->27->65->84->
---------------FIN CAMINO---------------


*****************************************************************************

************************** ALGORITMO BUSQUEDA TABU **************************

*****************************************************************************

(1)Mejora de distancia global: 13586.396122164697-->13570.246503942473  [110, 111]
(2)Mejora de distancia global: 13570.246503942473-->13524.094548343872  [87, 85]
(3)Mejora de distancia global: 13524.094548343872-->13521.382763542173  [90, 80]
(4)Mejora de distancia global: 13521.382763542173-->13501.343956463135  [28, 29]
(5)Mejora de distancia global: 13501.343956463135-->13485.460571539106  [95, 20]
(6)Mejora de distancia global: 13485.460571539106-->13467.188400333369  [56, 32]
(7)Mejora de distancia global: 13467.188400333369-->13439.56792087656  [128, 129]
(8)Mejora de distancia global: 13439.56792087656-->13428.480349915359  [122, 84]
(9)Mejora de distancia global: 13428.480349915359-->13333.10684482639  [57, 54]
(10)Mejora de distancia global: 13333.10684482639-->13259.997746927382  [67, 38]
(11)Mejora de distancia global: 13259.997746927382-->13176.093310424088  [116, 53]
(12)Mejora de distancia global: 13176.093310424088-->13075.946041335405  [5, 23]
(13)Mejora de distancia global: 13075.946041335405-->13073.241272967762  [84, 71]
(14)Mejora de distancia global: 13073.241272967762-->13025.701220456644  [115, 96]
(15)Mejora de distancia global: 13025.701220456644-->13025.042542446092  [73, 74]
(16)Mejora de distancia global: 13025.042542446092-->13010.114044650212  [24, 26]
(17)Mejora de distancia global: 13010.114044650212-->12921.44905127045  [80, 89]
(18)Mejora de distancia global: 12921.44905127045-->12918.93647526492  [49, 50]
(19)Mejora de distancia global: 12918.93647526492-->12885.41270203398  [6, 119]
(20)Mejora de distancia global: 12885.41270203398-->12859.717137613883  [107, 106]
(21)Mejora de distancia global: 12859.717137613883-->12825.264744751916  [117, 118]
(23)Mejora de distancia global: 12825.264744751916-->12719.341929919246  [56, 54]
